,0,x diff,y diff
20.0,50.0,0.0,0.0
19.982063966215108,50.021762203988814,-0.017936033784891947,0.02176220398881412
19.985983125576965,50.03057621006618,0.003919159361856828,0.008814006077365377
20.016254305523596,49.998162556828326,0.030271179946630866,-0.03241365323785317
20.012727365873904,49.95293776930908,-0.0035269396496921956,-0.045224787519245524
19.9994865903333,49.929949361338956,-0.013240775540602101,-0.022988407970125024
20.00966783946339,49.92763923794554,0.010181249130088332,-0.0023101233934141874
19.97743842417585,49.87108241737575,-0.03222941528753864,-0.05655682056978861
19.981649078351193,49.87013768535432,0.0042106541753419435,-0.0009447320214306387
19.968009416337903,49.868773506170484,-0.013639662013289922,-0.0013641791838381323
19.994418245344434,49.878784204638805,0.026408829006530965,0.010010698468320811
19.993633868241343,49.87413831947024,-0.000784377103091316,-0.004645885168564234
19.993201004247247,49.872551403986044,-0.0004328639940958112,-0.0015869154841965383
19.97307709808799,49.88735334638569,-0.020123906159255966,0.014801942399643053
19.96250273676426,49.89056968753238,-0.01057436132373013,0.003216341146689672
19.961030745966113,49.894349457661576,-0.0014719907981479707,0.003779770129199278
19.96350232345427,49.904757203301195,0.002471577488158516,0.010407745639618327
19.95993678764499,49.90617359093255,-0.0035655358092832046,0.001416387631358873
19.95577876278344,49.91108782799778,-0.004158024861549592,0.004914237065229088
19.931493214201634,49.92651513270379,-0.02428554858180476,0.015427304706008726
19.919154634475504,49.926903696150795,-0.01233857972612995,0.00038856344700377576
19.920193533415674,49.92085355482669,0.0010388989401697302,-0.0060501413241027535
19.896982053920258,49.93005052472274,-0.023211479495415688,0.00919696989604546
19.908011911400692,49.9504612914503,0.011029857480433947,0.020410766727565033
19.906773313036286,49.93305510280009,-0.001238598364405874,-0.01740618865021304
19.903336367223126,49.93047064590745,-0.0034369458131600084,-0.00258445689264164
19.892954451260064,49.93618397363767,-0.010381915963062482,0.00571332773021993
19.89589906317751,49.948250113557954,0.002944611917445883,0.012066139920285934
19.86565352056432,49.93656872742732,-0.03024554261319068,-0.011681386130632632
19.88513628980938,49.92595082919404,0.019482769245062315,-0.010617898233277856
19.839491885595763,49.85376147645753,-0.04564440421361837,-0.07218935273651539
19.829911959802544,49.85437289252197,-0.009579925793218536,0.00061141606444437
19.797214055054216,49.769519113622486,-0.032697904748328455,-0.08485377889948609
19.814791334965225,49.77655023572255,0.017577279911009214,0.007031122100066511
19.802456420943223,49.80586213476688,-0.012334914022002152,0.029311899044330403
19.752731528657574,49.76946382930217,-0.04972489228564925,-0.03639830546471501
19.75209192026332,49.769348828848756,-0.0006396083942519226,-0.00011500045341250598
19.69635921068618,49.76028162170951,-0.055732709577142714,-0.009067207139246136
19.76380077863472,49.788015513049984,0.06744156794854206,0.02773389134047477
19.75504331784088,49.78336904326183,-0.008757460793841432,-0.004646469788156082
19.750313128060387,49.78247650094254,-0.004730189780492111,-0.000892542319284928
19.74208270340922,49.787159852125505,-0.008230424651166857,0.004683351182961815
19.75731226778551,49.7563537383853,0.015229564376291194,-0.03080611374020492
19.73350912141286,49.72097051449151,-0.02380314637265002,-0.03538322389378834
19.73231133795997,49.71751869871344,-0.0011977834528913434,-0.0034518157780709657
19.738916402174077,49.709717874247104,0.006605064214106449,-0.0078008244663365645
19.73407457785596,49.68741524276115,-0.00484182431811675,-0.02230263148595668
19.73350850667331,49.700047696134746,-0.0005660711826500631,0.012632453373598196
19.740446361095405,49.684998597541345,0.006937854422094603,-0.015049098593401311
19.746476438447132,49.69406586223923,0.0060300773517276696,0.009067264697883104
19.7052029879039,49.68228483276997,-0.04127345054323328,-0.011781029469254634
19.72662496380152,49.73752477901685,0.021421975897620626,0.055239946246878446
19.71006698569714,49.73480880477021,-0.01655797810438031,-0.0027159742466409398
19.711423494987926,49.737373919608565,0.0013565092907867893,0.002565114838354532
19.68443891957204,49.745407588016135,-0.026984575415884393,0.00803366840757036
19.65975394705979,49.6531694274897,-0.02468497251225088,-0.09223816052643485
19.655001988101276,49.65706163621076,-0.00475195895851499,0.003892208721062218
19.6546347160391,49.65613764734158,-0.0003672720621743508,-0.0009239888691823239
19.63971343500343,49.65032944645206,-0.014921281035672251,-0.005808200889518389
19.611919826935154,49.736016010668976,-0.027793608068275688,0.08568656421691401
19.613224064588454,49.73310711634118,0.0013042376533007882,-0.002908894327795508
19.608014055481675,49.75916747815569,-0.0052100091067792675,0.026060361814508326
19.59920188614113,49.76011295148898,-0.008812169340544074,0.0009454733332887599
19.604012473498155,49.7311822511233,0.004810587357024332,-0.028930700365677353
19.60503767244087,49.72796755543412,0.0010251989427132457,-0.0032146956891807577
19.608591181719603,49.73094923260677,0.0035535092787348788,0.0029816771726487445
19.55253876975242,49.7242003975747,-0.05605241196718325,-0.006748835032070133
19.54684576648073,49.73563754089659,-0.00569300327169131,0.011437143321892052
19.613170860439475,49.78429501658757,0.06632509395874564,0.048657475690980334
19.637444157089284,49.79910603077023,0.024273296649809595,0.014811014182662063
19.55758672547372,49.81665027720647,-0.07985743161556513,0.017544246436237643
19.570996231042074,49.8072706888742,0.013409505568354518,-0.009379588332272704
19.675674503839858,49.8155441588016,0.10467827279778419,0.008273469927402743
19.652561472577172,49.798538131687245,-0.02311303126268527,-0.017006027114355504
19.65038616806835,49.797632678431164,-0.0021753045088210854,-0.0009054532560810458
19.64827567097517,49.79804958827582,-0.0021104970931808964,0.00041690984465958536
19.645309210028437,49.79539429514734,-0.0029664609467339176,-0.0026552931284840042
19.664624126338087,49.79019228715262,0.019314916309649988,-0.005202007994718372
19.66460801587378,49.78778077548811,-1.611046430483043e-05,-0.002411511664512034
