,0.0,3.3333333333333333e-06,6.666666666666667e-06,9.999999999999999e-06,1.3333333333333333e-05,1.6666666666666667e-05,1.9999999999999998e-05,2.3333333333333332e-05,2.6666666666666667e-05,3e-05
0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.197125,0.5,0.6,0.7,0.8,0.9,0.6,0.9,0.7,0.9,0.7
0.21825,0.4,0.6,0.7,0.8,0.6,0.7,0.8,0.9,0.9,0.9
0.23937499999999998,0.5,0.3,0.3,0.3,0.1,0.1,0.0,0.0,0.0,0.0
0.26049999999999995,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.281625,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30274999999999996,0.3,0.8,0.6,0.8,0.9,0.9,0.9,0.8,1.0,0.9
0.32387499999999997,0.5,0.8,0.8,0.9,0.6,0.8,0.9,0.8,0.6,0.8
0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
