h0_val,h_b_val,sigma_val,allocentric_val,seed,phase,straightness,time_to_target,reached_target,composite_score
0.2043,0.3839,0.0018,1,0,1,1.0,,False,0.0
0.2043,0.3839,0.0018,1,1,1,1.0,,False,0.0
0.2043,0.3839,0.0018,1,2,1,1.0,,False,0.0
0.6341,0.2847,0.1125,0,0,1,1.0,,False,0.0
0.6341,0.2847,0.1125,0,1,1,1.0,,False,0.0
0.6341,0.2847,0.1125,0,2,1,1.0,,False,0.0
0.6814,0.3124,0.3143,1,0,1,0.7781,1660.0,True,0.7671
0.6814,0.3124,0.3143,1,1,1,0.7856,1595.0,True,0.7752
0.6814,0.3124,0.3143,1,2,1,0.7803,1630.0,True,0.7697
0.6313,0.0411,0.5555,0,0,1,0.0647,,False,0.0
0.6313,0.0411,0.5555,0,1,1,0.0543,,False,0.0
0.6313,0.0411,0.5555,0,2,1,0.12,,False,0.0
0.4088,0.2597,0.0298,1,0,1,1.0,,False,0.0
0.4088,0.2597,0.0298,1,1,1,1.0,,False,0.0
0.4088,0.2597,0.0298,1,2,1,1.0,,False,0.0
0.5528,0.371,0.425,0,0,1,0.2887,525.0,True,0.3494
0.5528,0.371,0.425,0,1,1,0.2554,803.0,True,0.3138
0.5528,0.371,0.425,0,2,1,0.3058,509.0,True,0.365
0.4699,0.3065,0.4784,1,0,1,0.1599,521.0,True,0.2335
0.4699,0.3065,0.4784,1,1,1,0.1578,461.0,True,0.2328
0.4699,0.3065,0.4784,1,2,1,0.1494,422.0,True,0.226
0.659,0.2202,0.1928,0,0,1,1.0,3948.0,True,0.921
0.659,0.2202,0.1928,0,1,1,0.7523,3153.0,True,0.714
0.659,0.2202,0.1928,0,2,1,0.7898,3344.0,True,0.7439
0.3801,0.245,0.4185,0,0,1,0.1495,351.0,True,0.2275
0.3801,0.245,0.4185,0,1,1,0.1447,265.0,True,0.2249
0.3801,0.245,0.4185,0,2,1,0.1307,398.0,True,0.2097
0.4972,0.1403,0.5648,0,0,1,0.0396,,False,0.0
0.4972,0.1403,0.5648,0,1,1,0.0306,,False,0.0
0.4972,0.1403,0.5648,0,2,1,0.0419,,False,0.0
0.6916,0.2376,0.5709,0,0,1,0.0424,,False,0.0
0.6916,0.2376,0.5709,0,1,1,0.0435,,False,0.0
0.6916,0.2376,0.5709,0,2,1,0.0434,,False,0.0
0.5459,0.1881,0.0218,0,0,1,1.0,,False,0.0
0.5459,0.1881,0.0218,0,1,1,1.0,,False,0.0
0.5459,0.1881,0.0218,0,2,1,1.0,,False,0.0
0.2468,0.1055,0.4273,0,0,1,0.0836,,False,0.0
0.2468,0.1055,0.4273,0,1,1,0.0701,219.0,True,0.1587
0.2468,0.1055,0.4273,0,2,1,0.1488,207.0,True,0.2297
0.2271,0.1709,0.176,0,0,1,1.0,,False,0.0
0.2271,0.1709,0.176,0,1,1,0.8987,,False,0.0
0.2271,0.1709,0.176,0,2,1,1.0,,False,0.0
0.2132,0.3184,0.4122,0,0,1,1.0,,False,0.0
0.2132,0.3184,0.4122,0,1,1,1.0,,False,0.0
0.2132,0.3184,0.4122,0,2,1,1.0,,False,0.0
0.4762,0.1371,0.2656,1,0,1,1.0,,False,0.0
0.4762,0.1371,0.2656,1,1,1,1.0,4641.0,True,0.9072
0.4762,0.1371,0.2656,1,2,1,1.0,,False,0.0
0.3593,0.1106,0.5555,1,0,1,0.1099,817.0,True,0.1826
0.3593,0.1106,0.5555,1,1,1,0.0997,651.0,True,0.1767
0.3593,0.1106,0.5555,1,2,1,0.0991,748.0,True,0.1742
0.3189,0.1026,0.5452,1,0,1,0.0578,511.0,True,0.1418
0.3189,0.1026,0.5452,1,1,1,0.0632,445.0,True,0.148
0.3189,0.1026,0.5452,1,2,1,0.0579,502.0,True,0.1421
0.2047,0.1702,0.4999,1,0,1,0.1075,244.0,True,0.1919
0.2047,0.1702,0.4999,1,1,1,0.1113,253.0,True,0.1951
0.2047,0.1702,0.4999,1,2,1,0.1081,240.0,True,0.1925
0.5042,0.361,0.2548,1,0,1,0.5344,1769.0,True,0.5456
0.5042,0.361,0.2548,1,1,1,0.5694,1604.0,True,0.5804
0.5042,0.361,0.2548,1,2,1,0.5512,1610.0,True,0.5639
0.4451,0.2121,0.4104,0,0,1,0.2197,1632.0,True,0.2651
0.4451,0.2121,0.4104,0,1,1,0.2868,2805.0,True,0.302
0.4451,0.2121,0.4104,0,2,1,0.2147,1560.0,True,0.262
0.5447,0.0374,0.7588,1,0,1,0.5833,1884.0,True,0.5873
0.5447,0.0374,0.7588,1,1,1,0.6001,2028.0,True,0.5995
0.5447,0.0374,0.7588,1,2,1,0.585,1952.0,True,0.5874
0.4875,0.2415,0.1759,1,0,1,1.0,,False,0.0
0.4875,0.2415,0.1759,1,1,1,1.0,,False,0.0
0.4875,0.2415,0.1759,1,2,1,1.0,,False,0.0
0.4612,0.3403,0.2984,0,0,1,1.0,4986.0,True,0.9003
0.4612,0.3403,0.2984,0,1,1,1.0,2514.0,True,0.9497
0.4612,0.3403,0.2984,0,2,1,0.8606,1321.0,True,0.8481
0.2667,0.275,0.2231,0,0,1,1.0,,False,0.0
0.2667,0.275,0.2231,0,1,1,1.0,,False,0.0
0.2667,0.275,0.2231,0,2,1,1.0,,False,0.0
0.4313,0.1591,0.249,0,0,1,0.4786,2336.0,True,0.484
0.4313,0.1591,0.249,0,1,1,0.5445,2883.0,True,0.5324
0.4313,0.1591,0.249,0,2,1,0.3221,2268.0,True,0.3445
0.4529,0.1802,0.0008,1,0,1,1.0,,False,0.0
0.4529,0.1802,0.0008,1,1,1,1.0,,False,0.0
0.4529,0.1802,0.0008,1,2,1,0.9773,,False,0.0
0.3103,0.0154,0.4106,0,0,1,0.0403,,False,0.0
0.3103,0.0154,0.4106,0,1,1,0.0533,273.0,True,0.1425
0.3103,0.0154,0.4106,0,2,1,0.0339,,False,0.0
0.5263,0.3741,0.5275,0,0,1,0.2084,268.0,True,0.2822
0.5263,0.3741,0.5275,0,1,1,0.2441,266.0,True,0.3144
0.5263,0.3741,0.5275,0,2,1,0.177,272.0,True,0.2539
0.3145,0.3544,0.2688,0,0,1,1.0,,False,0.0
0.3145,0.3544,0.2688,0,1,1,0.9518,,False,0.0
0.3145,0.3544,0.2688,0,2,1,1.0,,False,0.0
0.2079,0.1218,0.7106,1,0,1,0.0561,215.0,True,0.1462
0.2079,0.1218,0.7106,1,1,1,0.056,205.0,True,0.1463
0.2079,0.1218,0.7106,1,2,1,0.0562,200.0,True,0.1466
0.2819,0.1368,0.7663,0,0,1,0.0631,181.0,True,0.1532
0.2819,0.1368,0.7663,0,1,1,0.1247,180.0,True,0.2086
0.2819,0.1368,0.7663,0,2,1,0.0682,197.0,True,0.1574
0.5219,0.3605,0.6068,1,0,1,0.1216,423.0,True,0.201
0.5219,0.3605,0.6068,1,1,1,0.117,296.0,True,0.1994
0.5219,0.3605,0.6068,1,2,1,0.1178,295.0,True,0.2001
0.4063,0.0497,0.393,0,0,1,0.0449,,False,0.0
0.4063,0.0497,0.393,0,1,1,0.044,,False,0.0
0.4063,0.0497,0.393,0,2,1,0.0425,,False,0.0
0.6643,0.3784,0.7648,1,0,1,0.2618,637.0,True,0.3229
0.6643,0.3784,0.7648,1,1,1,0.2275,517.0,True,0.2944
0.6643,0.3784,0.7648,1,2,1,0.249,566.0,True,0.3128
0.3123,0.0474,0.5591,0,0,1,0.0397,,False,0.0
0.3123,0.0474,0.5591,0,1,1,0.0375,,False,0.0
0.3123,0.0474,0.5591,0,2,1,0.0383,,False,0.0
0.4544,0.2775,0.4979,1,0,1,0.1441,576.0,True,0.2181
0.4544,0.2775,0.4979,1,1,1,0.1392,466.0,True,0.216
0.4544,0.2775,0.4979,1,2,1,0.1401,469.0,True,0.2167
0.5913,0.134,0.405,1,0,1,0.764,1641.0,True,0.7548
0.5913,0.134,0.405,1,1,1,0.7576,1478.0,True,0.7523
0.5913,0.134,0.405,1,2,1,0.7492,1555.0,True,0.7432
0.5016,0.0881,0.77,0,0,1,0.093,,False,0.0
0.5016,0.0881,0.77,0,1,1,0.1035,,False,0.0
0.5016,0.0881,0.77,0,2,1,0.1098,,False,0.0
0.5184,0.0875,0.005,0,0,1,1.0,,False,0.0
0.5184,0.0875,0.005,0,1,1,1.0,,False,0.0
0.5184,0.0875,0.005,0,2,1,1.0,,False,0.0
0.6449,0.024,0.2008,1,0,1,0.7788,2254.0,True,0.7558
0.6449,0.024,0.2008,1,1,1,0.7463,2068.0,True,0.7303
0.6449,0.024,0.2008,1,2,1,0.7317,2242.0,True,0.7137
0.6555,0.3725,0.2991,1,0,1,0.7454,1891.0,True,0.7331
0.6555,0.3725,0.2991,1,1,1,0.7515,1862.0,True,0.7391
0.6555,0.3725,0.2991,1,2,1,0.7417,1709.0,True,0.7333
0.6184,0.0395,0.7566,1,0,1,0.7261,2173.0,True,0.7101
0.6184,0.0395,0.7566,1,1,1,0.724,2176.0,True,0.708
0.6184,0.0395,0.7566,1,2,1,0.7321,2305.0,True,0.7128
0.3305,0.0413,0.5081,1,0,1,0.6334,1654.0,True,0.637
0.3305,0.0413,0.5081,1,1,1,0.5888,1041.0,True,0.6091
0.3305,0.0413,0.5081,1,2,1,0.6117,1311.0,True,0.6243
0.6726,0.1371,0.4955,1,0,1,1.0,,False,0.0
0.6726,0.1371,0.4955,1,1,1,1.0,,False,0.0
0.6726,0.1371,0.4955,1,2,1,1.0,,False,0.0
0.3162,0.0442,0.0417,0,0,1,0.073,241.0,True,0.1609
0.3162,0.0442,0.0417,0,1,1,0.0417,,False,0.0
0.3162,0.0442,0.0417,0,2,1,0.1773,2516.0,True,0.2092
0.6702,0.3445,0.2775,1,0,1,0.7952,1881.0,True,0.7781
0.6702,0.3445,0.2775,1,1,1,0.8014,1872.0,True,0.7839
0.6702,0.3445,0.2775,1,2,1,0.7883,1796.0,True,0.7736
0.627,0.1246,0.3751,0,0,1,0.0429,,False,0.0
0.627,0.1246,0.3751,0,1,1,0.043,,False,0.0
0.627,0.1246,0.3751,0,2,1,0.0442,,False,0.0
0.2262,0.1258,0.6573,0,0,1,0.0914,177.0,True,0.1787
0.2262,0.1258,0.6573,0,1,1,0.0913,178.0,True,0.1786
0.2262,0.1258,0.6573,0,2,1,0.0916,176.0,True,0.1789
0.2867,0.3037,0.5955,1,0,1,1.0,,False,0.0
0.2867,0.3037,0.5955,1,1,1,1.0,,False,0.0
0.2867,0.3037,0.5955,1,2,1,1.0,,False,0.0
0.6695,0.3611,0.4884,1,0,1,0.544,1278.0,True,0.5641
0.6695,0.3611,0.4884,1,1,1,0.5587,1188.0,True,0.5791
0.6695,0.3611,0.4884,1,2,1,0.5394,1224.0,True,0.5609
0.2996,0.3889,0.143,0,0,1,1.0,,False,0.0
0.2996,0.3889,0.143,0,1,1,1.0,,False,0.0
0.2996,0.3889,0.143,0,2,1,1.0,,False,0.0
0.6332,0.3599,0.2184,1,0,1,0.8424,2094.0,True,0.8163
0.6332,0.3599,0.2184,1,1,1,0.8471,2038.0,True,0.8216
0.6332,0.3599,0.2184,1,2,1,0.8447,1978.0,True,0.8206
0.51,0.0956,0.5173,1,0,1,1.0,4163.0,True,0.9167
0.51,0.0956,0.5173,1,1,1,0.8825,3108.0,True,0.8321
0.51,0.0956,0.5173,1,2,1,0.9548,3734.0,True,0.8846
0.3283,0.2569,0.6486,1,0,1,0.079,225.0,True,0.1666
0.3283,0.2569,0.6486,1,1,1,0.0789,221.0,True,0.1666
0.3283,0.2569,0.6486,1,2,1,0.0788,215.0,True,0.1666
0.2295,0.013,0.3206,1,0,1,0.0671,1146.0,True,0.1374
0.2295,0.013,0.3206,1,1,1,0.0626,857.0,True,0.1392
0.2295,0.013,0.3206,1,2,1,0.0694,1097.0,True,0.1405
0.3178,0.0662,0.4727,1,0,1,0.1565,1202.0,True,0.2168
0.3178,0.0662,0.4727,1,1,1,0.2068,881.0,True,0.2685
0.3178,0.0662,0.4727,1,2,1,0.1493,1088.0,True,0.2126
0.5142,0.2737,0.2917,1,0,1,0.7481,1837.0,True,0.7366
0.5142,0.2737,0.2917,1,1,1,0.7715,1876.0,True,0.7568
0.5142,0.2737,0.2917,1,2,1,0.7536,1693.0,True,0.7444
0.4776,0.0258,0.3053,0,0,1,0.041,,False,0.0
0.4776,0.0258,0.3053,0,1,1,0.0404,,False,0.0
0.4776,0.0258,0.3053,0,2,1,0.0413,,False,0.0
0.4561,0.3784,0.7669,0,0,1,0.091,207.0,True,0.1777
0.4561,0.3784,0.7669,0,1,1,0.094,213.0,True,0.1804
0.4561,0.3784,0.7669,0,2,1,0.0988,210.0,True,0.1847
0.6777,0.0081,0.1396,0,0,1,0.0503,,False,0.0
0.6777,0.0081,0.1396,0,1,1,0.0457,,False,0.0
0.6777,0.0081,0.1396,0,2,1,0.0478,,False,0.0
0.4927,0.2821,0.5541,1,0,1,0.1467,642.0,True,0.2192
0.4927,0.2821,0.5541,1,1,1,0.164,505.0,True,0.2375
0.4927,0.2821,0.5541,1,2,1,0.149,524.0,True,0.2237
0.3031,0.0301,0.1482,0,0,1,0.0533,,False,0.0
0.3031,0.0301,0.1482,0,1,1,0.0056,,False,0.0
0.3031,0.0301,0.1482,0,2,1,0.0836,270.0,True,0.1698
0.3315,0.1242,0.5178,1,0,1,0.0622,543.0,True,0.1452
0.3315,0.1242,0.5178,1,1,1,0.0722,457.0,True,0.1558
0.3315,0.1242,0.5178,1,2,1,0.0636,523.0,True,0.1468
0.555,0.3416,0.7969,0,0,1,0.0683,798.0,True,0.1455
0.555,0.3416,0.7969,0,1,1,0.07,780.0,True,0.1474
0.555,0.3416,0.7969,0,2,1,0.0607,849.0,True,0.1377
0.3718,0.2588,0.4401,1,0,1,0.1397,363.0,True,0.2184
0.3718,0.2588,0.4401,1,1,1,0.1336,328.0,True,0.2136
0.3718,0.2588,0.4401,1,2,1,0.1375,295.0,True,0.2178
0.5464,0.1797,0.515,1,0,1,0.7042,1681.0,True,0.7001
0.5464,0.1797,0.515,1,1,1,0.6488,1358.0,True,0.6567
0.5464,0.1797,0.515,1,2,1,0.6608,1459.0,True,0.6655
0.4299,0.3925,0.7233,1,0,1,1.0,,False,0.0
0.4299,0.3925,0.7233,1,1,1,1.0,,False,0.0
0.4299,0.3925,0.7233,1,2,1,1.0,,False,0.0
0.5965,0.2072,0.5259,1,0,1,0.7368,2371.0,True,0.7157
0.5965,0.2072,0.5259,1,1,1,0.6761,1670.0,True,0.6751
0.5965,0.2072,0.5259,1,2,1,0.6801,1843.0,True,0.6752
0.5977,0.3782,0.731,0,0,1,0.1004,230.0,True,0.1857
0.5977,0.3782,0.731,0,1,1,0.0978,226.0,True,0.1835
0.5977,0.3782,0.731,0,2,1,0.0979,228.0,True,0.1835
0.6957,0.3202,0.6156,1,0,1,0.545,1210.0,True,0.5663
0.6957,0.3202,0.6156,1,1,1,0.5498,1076.0,True,0.5733
0.6957,0.3202,0.6156,1,2,1,0.5267,1128.0,True,0.5515
0.568,0.0444,0.0192,0,0,1,0.0745,,False,0.0
0.568,0.0444,0.0192,0,1,1,0.09,1265.0,True,0.1557
0.568,0.0444,0.0192,0,2,1,0.0849,445.0,True,0.1675
0.3679,0.1972,0.6735,1,0,1,0.0583,266.0,True,0.1471
0.3679,0.1972,0.6735,1,1,1,0.06,240.0,True,0.1492
0.3679,0.1972,0.6735,1,2,1,0.059,252.0,True,0.1481
0.5152,0.2169,0.0196,0,0,1,1.0,,False,0.0
0.5152,0.2169,0.0196,0,1,1,1.0,,False,0.0
0.5152,0.2169,0.0196,0,2,1,1.0,,False,0.0
0.6605,0.0922,0.6189,0,0,1,0.0531,,False,0.0
0.6605,0.0922,0.6189,0,1,1,0.0465,,False,0.0
0.6605,0.0922,0.6189,0,2,1,0.0515,,False,0.0
0.2057,0.0077,0.7821,0,0,1,0.0903,,False,0.0
0.2057,0.0077,0.7821,0,1,1,0.064,210.0,True,0.1534
0.2057,0.0077,0.7821,0,2,1,0.0842,,False,0.0
0.5066,0.2199,0.7959,0,0,1,0.0194,,False,0.0
0.5066,0.2199,0.7959,0,1,1,0.0201,,False,0.0
0.5066,0.2199,0.7959,0,2,1,0.0195,,False,0.0
0.4888,0.3502,0.3282,1,0,1,0.3415,793.0,True,0.3915
0.4888,0.3502,0.3282,1,1,1,0.3584,659.0,True,0.4094
0.4888,0.3502,0.3282,1,2,1,0.3665,587.0,True,0.4181
0.423,0.186,0.7962,0,0,1,0.0455,,False,0.0
0.423,0.186,0.7962,0,1,1,0.0247,,False,0.0
0.423,0.186,0.7962,0,2,1,0.0562,,False,0.0
0.3438,0.2727,0.2255,1,0,1,0.4543,1211.0,True,0.4847
0.3438,0.2727,0.2255,1,1,1,0.4753,1221.0,True,0.5033
0.3438,0.2727,0.2255,1,2,1,0.4736,1282.0,True,0.5006
0.6068,0.3605,0.5824,1,0,1,0.3861,843.0,True,0.4306
0.6068,0.3605,0.5824,1,1,1,0.4053,641.0,True,0.4519
0.6068,0.3605,0.5824,1,2,1,0.3391,718.0,True,0.3908
0.2394,0.0215,0.0463,0,0,1,0.0278,,False,0.0
0.2394,0.0215,0.0463,0,1,1,0.0006,,False,0.0
0.2394,0.0215,0.0463,0,2,1,0.0275,,False,0.0
0.2314,0.0152,0.7517,0,0,1,0.0381,,False,0.0
0.2314,0.0152,0.7517,0,1,1,0.0824,,False,0.0
0.2314,0.0152,0.7517,0,2,1,0.0996,,False,0.0
0.6831,0.2069,0.2959,0,0,1,0.2647,1576.0,True,0.3067
0.6831,0.2069,0.2959,0,1,1,0.5188,3037.0,True,0.5062
0.6831,0.2069,0.2959,0,2,1,0.2974,1548.0,True,0.3367
0.4894,0.0643,0.6459,1,0,1,0.6408,1365.0,True,0.6494
0.4894,0.0643,0.6459,1,1,1,0.6439,1355.0,True,0.6524
0.4894,0.0643,0.6459,1,2,1,0.6373,1479.0,True,0.644
0.5869,0.288,0.7983,1,0,1,0.273,871.0,True,0.3283
0.5869,0.288,0.7983,1,1,1,0.3323,598.0,True,0.3871
0.5869,0.288,0.7983,1,2,1,0.2611,655.0,True,0.3218
0.4891,0.3666,0.0356,1,0,1,1.0,,False,0.0
0.4891,0.3666,0.0356,1,1,1,1.0,,False,0.0
0.4891,0.3666,0.0356,1,2,1,1.0,,False,0.0
0.5328,0.1731,0.3617,1,0,1,1.0,,False,0.0
