h0_val,h_b_val,sigma_val,allocentric_val,seed,phase,straightness,time_to_target,reached_target,composite_score
0.5023,0.3693,0.3884,0,0,2,0.3623,596.0,True,0.4141
0.5023,0.3693,0.3884,0,1,2,0.541,429.0,True,0.5784
0.5023,0.3693,0.3884,0,2,2,0.5907,423.0,True,0.6232
0.5023,0.3693,0.3884,0,3,2,0.7211,690.0,True,0.7352
0.5023,0.3693,0.3884,0,4,2,0.6072,460.0,True,0.6373
0.5023,0.3693,0.3884,1,0,2,0.2239,489.0,True,0.2917
0.5023,0.3693,0.3884,1,1,2,0.2272,437.0,True,0.2958
0.5023,0.3693,0.3884,1,2,2,0.2251,378.0,True,0.295
0.5023,0.3693,0.3884,1,3,2,0.2336,384.0,True,0.3026
0.5023,0.3693,0.3884,1,4,2,0.2355,564.0,True,0.3006
0.5023,0.3693,0.4884,0,0,2,0.1802,306.0,True,0.256
0.5023,0.3693,0.4884,0,1,2,0.2057,275.0,True,0.2796
0.5023,0.3693,0.4884,0,2,2,0.3391,306.0,True,0.399
0.5023,0.3693,0.4884,0,3,2,0.2855,281.0,True,0.3513
0.5023,0.3693,0.4884,0,4,2,0.2704,285.0,True,0.3376
0.5023,0.3693,0.4884,1,0,2,0.1543,406.0,True,0.2307
0.5023,0.3693,0.4884,1,1,2,0.1574,328.0,True,0.2351
0.5023,0.3693,0.4884,1,2,2,0.1555,301.0,True,0.2339
0.5023,0.3693,0.4884,1,3,2,0.1583,315.0,True,0.2361
0.5023,0.3693,0.4884,1,4,2,0.1568,398.0,True,0.2332
0.6011,0.0693,0.1884,0,0,2,0.0459,,False,0.0
0.6011,0.0693,0.1884,0,1,2,0.0448,,False,0.0
0.6011,0.0693,0.1884,0,2,2,0.0406,,False,0.0
0.6011,0.0693,0.1884,0,3,2,0.0893,,False,0.0
0.6011,0.0693,0.1884,0,4,2,0.0451,,False,0.0
0.6011,0.0693,0.1884,1,0,2,0.9483,3188.0,True,0.8898
0.6011,0.0693,0.1884,1,1,2,0.9424,3052.0,True,0.8871
0.6011,0.0693,0.1884,1,2,2,0.9701,3349.0,True,0.9061
0.6011,0.0693,0.1884,1,3,2,0.9231,2936.0,True,0.8721
0.6011,0.0693,0.1884,1,4,2,1.0,3681.0,True,0.9264
0.6011,0.0693,0.2884,0,0,2,0.0421,,False,0.0
0.6011,0.0693,0.2884,0,1,2,0.0408,,False,0.0
0.6011,0.0693,0.2884,0,2,2,0.0373,,False,0.0
0.6011,0.0693,0.2884,0,3,2,0.0434,,False,0.0
0.6011,0.0693,0.2884,0,4,2,0.0402,,False,0.0
0.6011,0.0693,0.2884,1,0,2,0.8753,2233.0,True,0.8431
0.6011,0.0693,0.2884,1,1,2,0.778,2063.0,True,0.7589
0.6011,0.0693,0.2884,1,2,2,0.8749,2215.0,True,0.8432
0.6011,0.0693,0.2884,1,3,2,0.8646,2086.0,True,0.8364
0.6011,0.0693,0.2884,1,4,2,0.864,2099.0,True,0.8356
0.6011,0.0693,0.3884,0,0,2,0.039,,False,0.0
0.6011,0.0693,0.3884,0,1,2,0.0366,,False,0.0
0.6011,0.0693,0.3884,0,2,2,0.038,,False,0.0
0.6011,0.0693,0.3884,0,3,2,0.0246,,False,0.0
0.6011,0.0693,0.3884,0,4,2,0.038,,False,0.0
0.6011,0.0693,0.3884,1,0,2,1.0,4416.0,True,0.9117
0.6011,0.0693,0.3884,1,1,2,0.8897,3291.0,True,0.8349
0.6011,0.0693,0.3884,1,2,2,0.9701,3720.0,True,0.8987
0.6011,0.0693,0.3884,1,3,2,0.8544,3175.0,True,0.8055
0.6011,0.0693,0.3884,1,4,2,0.9787,3332.0,True,0.9142
0.6011,0.0693,0.4884,0,0,2,0.0363,,False,0.0
0.6011,0.0693,0.4884,0,1,2,0.0979,421.0,True,0.1797
0.6011,0.0693,0.4884,0,2,2,0.0931,447.0,True,0.1748
0.6011,0.0693,0.4884,0,3,2,0.0334,,False,0.0
0.6011,0.0693,0.4884,0,4,2,0.0375,,False,0.0
0.6011,0.0693,0.4884,1,0,2,0.6911,1899.0,True,0.684
0.6011,0.0693,0.4884,1,1,2,0.7053,1894.0,True,0.6969
0.6011,0.0693,0.4884,1,2,2,0.7011,2187.0,True,0.6872
0.6011,0.0693,0.4884,1,3,2,0.6287,1832.0,True,0.6292
0.6011,0.0693,0.4884,1,4,2,0.7062,1922.0,True,0.6971
0.6011,0.1693,0.1884,0,0,2,0.1626,1412.0,True,0.2181
0.6011,0.1693,0.1884,0,1,2,0.3813,1330.0,True,0.4165
0.6011,0.1693,0.1884,0,2,2,0.4467,2136.0,True,0.4593
0.6011,0.1693,0.1884,0,3,2,0.3998,1375.0,True,0.4323
0.6011,0.1693,0.1884,0,4,2,0.381,1308.0,True,0.4167
0.6011,0.1693,0.1884,1,0,2,0.9108,2659.0,True,0.8665
0.6011,0.1693,0.1884,1,1,2,0.8943,2571.0,True,0.8534
0.6011,0.1693,0.1884,1,2,2,0.8797,2461.0,True,0.8425
0.6011,0.1693,0.1884,1,3,2,0.8706,2395.0,True,0.8356
0.6011,0.1693,0.1884,1,4,2,0.8839,2328.0,True,0.849
0.6011,0.1693,0.2884,0,0,2,0.2026,1085.0,True,0.2606
0.6011,0.1693,0.2884,0,1,2,0.5127,3093.0,True,0.4996
0.6011,0.1693,0.2884,0,2,2,0.3227,2113.0,True,0.3482
0.6011,0.1693,0.2884,0,3,2,0.2244,1183.0,True,0.2783
0.6011,0.1693,0.2884,0,4,2,0.2768,1858.0,True,0.3119
0.6011,0.1693,0.2884,1,0,2,0.8612,2592.0,True,0.8232
0.6011,0.1693,0.2884,1,1,2,0.8392,2328.0,True,0.8087
0.6011,0.1693,0.2884,1,2,2,0.8719,2582.0,True,0.833
0.6011,0.1693,0.2884,1,3,2,0.8526,2431.0,True,0.8187
0.6011,0.1693,0.2884,1,4,2,0.8484,2428.0,True,0.815
0.6011,0.1693,0.3884,0,0,2,0.0484,,False,0.0
0.6011,0.1693,0.3884,0,1,2,0.0464,,False,0.0
0.6011,0.1693,0.3884,0,2,2,0.0411,,False,0.0
0.6011,0.1693,0.3884,0,3,2,0.1665,2302.0,True,0.2038
0.6011,0.1693,0.3884,0,4,2,0.0711,,False,0.0
0.6011,0.1693,0.3884,1,0,2,1.0,4293.0,True,0.9141
0.6011,0.1693,0.3884,1,1,2,0.9481,3624.0,True,0.8808
0.6011,0.1693,0.3884,1,2,2,1.0,4086.0,True,0.9183
0.6011,0.1693,0.3884,1,3,2,1.0,4100.0,True,0.918
0.6011,0.1693,0.3884,1,4,2,0.9584,3701.0,True,0.8886
0.6011,0.1693,0.4884,0,0,2,0.0459,,False,0.0
0.6011,0.1693,0.4884,0,1,2,0.0445,,False,0.0
0.6011,0.1693,0.4884,0,2,2,0.0447,,False,0.0
0.6011,0.1693,0.4884,0,3,2,0.0433,,False,0.0
0.6011,0.1693,0.4884,0,4,2,0.0452,,False,0.0
0.6011,0.1693,0.4884,1,0,2,1.0,,False,0.0
0.6011,0.1693,0.4884,1,1,2,1.0,,False,0.0
0.6011,0.1693,0.4884,1,2,2,1.0,,False,0.0
0.6011,0.1693,0.4884,1,3,2,1.0,,False,0.0
0.6011,0.1693,0.4884,1,4,2,1.0,,False,0.0
0.6011,0.2693,0.1884,0,0,2,0.8633,3387.0,True,0.8092
0.6011,0.2693,0.1884,0,1,2,0.7137,2105.0,True,0.7003
0.6011,0.2693,0.1884,0,2,2,0.7853,2412.0,True,0.7585
0.6011,0.2693,0.1884,0,3,2,0.7375,2209.0,True,0.7195
0.6011,0.2693,0.1884,0,4,2,0.7225,2450.0,True,0.7012
0.6011,0.2693,0.1884,1,0,2,1.0,,False,0.0
0.6011,0.2693,0.1884,1,1,2,1.0,,False,0.0
0.6011,0.2693,0.1884,1,2,2,1.0,,False,0.0
0.6011,0.2693,0.1884,1,3,2,1.0,,False,0.0
0.6011,0.2693,0.1884,1,4,2,1.0,,False,0.0
0.6011,0.2693,0.2884,0,0,2,0.5407,2366.0,True,0.5393
0.6011,0.2693,0.2884,0,1,2,0.5857,2852.0,True,0.5701
0.6011,0.2693,0.2884,0,2,2,0.6005,2957.0,True,0.5813
0.6011,0.2693,0.2884,0,3,2,0.4615,2149.0,True,0.4724
0.6011,0.2693,0.2884,0,4,2,0.4963,2237.0,True,0.5019
0.6011,0.2693,0.2884,1,0,2,1.0,,False,0.0
0.6011,0.2693,0.2884,1,1,2,1.0,,False,0.0
0.6011,0.2693,0.2884,1,2,2,1.0,,False,0.0
0.6011,0.2693,0.2884,1,3,2,1.0,,False,0.0
0.6011,0.2693,0.2884,1,4,2,1.0,,False,0.0
0.6011,0.2693,0.3884,0,0,2,0.1894,1747.0,True,0.2355
0.6011,0.2693,0.3884,0,1,2,0.3206,2016.0,True,0.3482
0.6011,0.2693,0.3884,0,2,2,0.3076,1866.0,True,0.3395
0.6011,0.2693,0.3884,0,3,2,0.2557,1116.0,True,0.3078
0.6011,0.2693,0.3884,0,4,2,0.2987,1775.0,True,0.3333
0.6011,0.2693,0.3884,1,0,2,0.7238,1725.0,True,0.7169
0.6011,0.2693,0.3884,1,1,2,0.7025,1538.0,True,0.7015
0.6011,0.2693,0.3884,1,2,2,0.7216,1616.0,True,0.7171
0.6011,0.2693,0.3884,1,3,2,0.7097,1645.0,True,0.7058
0.6011,0.2693,0.3884,1,4,2,0.7095,1617.0,True,0.7062
0.6011,0.2693,0.4884,0,0,2,0.2002,1745.0,True,0.2453
0.6011,0.2693,0.4884,0,1,2,0.203,1453.0,True,0.2536
0.6011,0.2693,0.4884,0,2,2,0.1939,1441.0,True,0.2456
0.6011,0.2693,0.4884,0,3,2,0.177,1163.0,True,0.236
0.6011,0.2693,0.4884,0,4,2,0.1691,1483.0,True,0.2225
0.6011,0.2693,0.4884,1,0,2,0.6136,1324.0,True,0.6257
0.6011,0.2693,0.4884,1,1,2,0.6173,1220.0,True,0.6312
0.6011,0.2693,0.4884,1,2,2,0.6224,1323.0,True,0.6337
0.6011,0.2693,0.4884,1,3,2,0.6179,1326.0,True,0.6296
0.6011,0.2693,0.4884,1,4,2,0.5365,1249.0,True,0.5578
0.6011,0.3693,0.1884,0,0,2,1.0,4800.0,True,0.904
0.6011,0.3693,0.1884,0,1,2,1.0,3806.0,True,0.9239
0.6011,0.3693,0.1884,0,2,2,0.9941,3561.0,True,0.9234
0.6011,0.3693,0.1884,0,3,2,1.0,,False,0.0
0.6011,0.3693,0.1884,0,4,2,1.0,,False,0.0
0.6011,0.3693,0.1884,1,0,2,1.0,,False,0.0
0.6011,0.3693,0.1884,1,1,2,1.0,,False,0.0
0.6011,0.3693,0.1884,1,2,2,1.0,,False,0.0
0.6011,0.3693,0.1884,1,3,2,1.0,,False,0.0
0.6011,0.3693,0.1884,1,4,2,1.0,,False,0.0
0.6011,0.3693,0.2884,0,0,2,0.5476,1847.0,True,0.5559
0.6011,0.3693,0.2884,0,1,2,0.5432,1938.0,True,0.5501
0.6011,0.3693,0.2884,0,2,2,0.4583,1516.0,True,0.4821
0.6011,0.3693,0.2884,0,3,2,0.5534,1584.0,True,0.5664
0.6011,0.3693,0.2884,0,4,2,0.4561,1386.0,True,0.4828
0.6011,0.3693,0.2884,1,0,2,1.0,,False,0.0
0.6011,0.3693,0.2884,1,1,2,0.8025,2950.0,True,0.7632
0.6011,0.3693,0.2884,1,2,2,0.7017,1818.0,True,0.6952
0.6011,0.3693,0.2884,1,3,2,0.736,2288.0,True,0.7166
0.6011,0.3693,0.2884,1,4,2,0.7875,2836.0,True,0.7521
0.6011,0.3693,0.3884,0,0,2,0.3518,1182.0,True,0.393
0.6011,0.3693,0.3884,0,1,2,0.3096,1116.0,True,0.3563
0.6011,0.3693,0.3884,0,2,2,0.3384,1133.0,True,0.3819
0.6011,0.3693,0.3884,0,3,2,0.3602,1054.0,True,0.4031
0.6011,0.3693,0.3884,0,4,2,0.2815,769.0,True,0.338
0.6011,0.3693,0.3884,1,0,2,0.584,1599.0,True,0.5936
0.6011,0.3693,0.3884,1,1,2,0.5825,1570.0,True,0.5929
0.6011,0.3693,0.3884,1,2,2,0.5656,1256.0,True,0.5839
0.6011,0.3693,0.3884,1,3,2,0.5858,1567.0,True,0.5959
0.6011,0.3693,0.3884,1,4,2,0.5773,1410.0,True,0.5914
0.6011,0.3693,0.4884,0,0,2,0.2121,907.0,True,0.2727
0.6011,0.3693,0.4884,0,1,2,0.2328,752.0,True,0.2945
0.6011,0.3693,0.4884,0,2,2,0.2129,745.0,True,0.2767
0.6011,0.3693,0.4884,0,3,2,0.2197,377.0,True,0.2902
0.6011,0.3693,0.4884,0,4,2,0.2226,977.0,True,0.2808
0.6011,0.3693,0.4884,1,0,2,0.4533,1087.0,True,0.4863
0.6011,0.3693,0.4884,1,1,2,0.4375,937.0,True,0.475
0.6011,0.3693,0.4884,1,2,2,0.4287,969.0,True,0.4664
0.6011,0.3693,0.4884,1,3,2,0.4412,1089.0,True,0.4753
0.6011,0.3693,0.4884,1,4,2,0.4519,1107.0,True,0.4845
0.7,0.0693,0.1884,0,0,2,0.0368,,False,0.0
0.7,0.0693,0.1884,0,1,2,0.0461,,False,0.0
0.7,0.0693,0.1884,0,2,2,0.0427,,False,0.0
0.7,0.0693,0.1884,0,3,2,0.0428,,False,0.0
0.7,0.0693,0.1884,0,4,2,0.0422,,False,0.0
0.7,0.0693,0.1884,1,0,2,1.0,,False,0.0
0.7,0.0693,0.1884,1,1,2,1.0,,False,0.0
0.7,0.0693,0.1884,1,2,2,1.0,,False,0.0
0.7,0.0693,0.1884,1,3,2,1.0,,False,0.0
0.7,0.0693,0.1884,1,4,2,1.0,,False,0.0
0.7,0.0693,0.2884,0,0,2,0.0369,,False,0.0
0.7,0.0693,0.2884,0,1,2,0.0386,,False,0.0
0.7,0.0693,0.2884,0,2,2,0.0384,,False,0.0
0.7,0.0693,0.2884,0,3,2,0.0348,,False,0.0
0.7,0.0693,0.2884,0,4,2,0.0417,,False,0.0
0.7,0.0693,0.2884,1,0,2,1.0,,False,0.0
0.7,0.0693,0.2884,1,1,2,1.0,,False,0.0
0.7,0.0693,0.2884,1,2,2,1.0,,False,0.0
0.7,0.0693,0.2884,1,3,2,1.0,,False,0.0
0.7,0.0693,0.2884,1,4,2,1.0,,False,0.0
0.7,0.0693,0.3884,0,0,2,0.0224,,False,0.0
0.7,0.0693,0.3884,0,1,2,0.0298,550.0,True,0.1159
0.7,0.0693,0.3884,0,2,2,0.0223,,False,0.0
0.7,0.0693,0.3884,0,3,2,0.0402,,False,0.0
0.7,0.0693,0.3884,0,4,2,0.0397,,False,0.0
0.7,0.0693,0.3884,1,0,2,1.0,3569.0,True,0.9286
0.7,0.0693,0.3884,1,1,2,0.9621,3026.0,True,0.9054
0.7,0.0693,0.3884,1,2,2,0.9966,3339.0,True,0.9302
0.7,0.0693,0.3884,1,3,2,0.9602,2871.0,True,0.9068
0.7,0.0693,0.3884,1,4,2,0.9736,3072.0,True,0.9148
0.7,0.0693,0.4884,0,0,2,0.0283,,False,0.0
0.7,0.0693,0.4884,0,1,2,0.09,,False,0.0
0.7,0.0693,0.4884,0,2,2,0.0377,,False,0.0
0.7,0.0693,0.4884,0,3,2,0.0566,,False,0.0
0.7,0.0693,0.4884,0,4,2,0.1115,,False,0.0
0.7,0.0693,0.4884,1,0,2,1.0,4551.0,True,0.909
0.7,0.0693,0.4884,1,1,2,1.0,,False,0.0
0.7,0.0693,0.4884,1,2,2,1.0,,False,0.0
0.7,0.0693,0.4884,1,3,2,1.0,,False,0.0
0.7,0.0693,0.4884,1,4,2,1.0,4913.0,True,0.9017
0.7,0.1693,0.1884,0,0,2,0.3577,1384.0,True,0.3943
0.7,0.1693,0.1884,0,1,2,0.2543,1773.0,True,0.2934
0.7,0.1693,0.1884,0,2,2,0.2087,1293.0,True,0.2619
0.7,0.1693,0.1884,0,3,2,0.1539,967.0,True,0.2192
0.7,0.1693,0.1884,0,4,2,0.3327,1316.0,True,0.3731
0.7,0.1693,0.1884,1,0,2,1.0,,False,0.0
0.7,0.1693,0.1884,1,1,2,1.0,,False,0.0
0.7,0.1693,0.1884,1,2,2,1.0,,False,0.0
0.7,0.1693,0.1884,1,3,2,1.0,,False,0.0
0.7,0.1693,0.1884,1,4,2,1.0,,False,0.0
0.7,0.1693,0.2884,0,0,2,0.107,888.0,True,0.1785
0.7,0.1693,0.2884,0,1,2,0.1477,3976.0,True,0.1534
0.7,0.1693,0.2884,0,2,2,0.152,1103.0,True,0.2148
0.7,0.1693,0.2884,0,3,2,0.0764,,False,0.0
0.7,0.1693,0.2884,0,4,2,0.097,,False,0.0
0.7,0.1693,0.2884,1,0,2,1.0,,False,0.0
0.7,0.1693,0.2884,1,1,2,1.0,,False,0.0
0.7,0.1693,0.2884,1,2,2,1.0,,False,0.0
0.7,0.1693,0.2884,1,3,2,1.0,,False,0.0
0.7,0.1693,0.2884,1,4,2,1.0,,False,0.0
0.7,0.1693,0.3884,0,0,2,0.0488,,False,0.0
0.7,0.1693,0.3884,0,1,2,0.0627,,False,0.0
0.7,0.1693,0.3884,0,2,2,0.0412,,False,0.0
0.7,0.1693,0.3884,0,3,2,0.0516,,False,0.0
0.7,0.1693,0.3884,0,4,2,0.081,650.0,True,0.1599
0.7,0.1693,0.3884,1,0,2,0.835,2262.0,True,0.8062
0.7,0.1693,0.3884,1,1,2,0.8107,1969.0,True,0.7902
0.7,0.1693,0.3884,1,2,2,0.822,2130.0,True,0.7972
0.7,0.1693,0.3884,1,3,2,0.8219,2094.0,True,0.7979
0.7,0.1693,0.3884,1,4,2,0.8117,1972.0,True,0.7911
0.7,0.1693,0.4884,0,0,2,0.0379,,False,0.0
0.7,0.1693,0.4884,0,1,2,0.0368,,False,0.0
0.7,0.1693,0.4884,0,2,2,0.0273,,False,0.0
0.7,0.1693,0.4884,0,3,2,0.0456,681.0,True,0.1274
0.7,0.1693,0.4884,0,4,2,0.0377,,False,0.0
0.7,0.1693,0.4884,1,0,2,0.7942,2620.0,True,0.7624
0.7,0.1693,0.4884,1,1,2,0.7414,2156.0,True,0.7242
0.7,0.1693,0.4884,1,2,2,0.7612,2302.0,True,0.7391
0.7,0.1693,0.4884,1,3,2,0.7364,2081.0,True,0.7212
0.7,0.1693,0.4884,1,4,2,0.74,2143.0,True,0.7232
0.7,0.2693,0.1884,0,0,2,0.8847,3435.0,True,0.8275
0.7,0.2693,0.1884,0,1,2,0.6687,1957.0,True,0.6627
0.7,0.2693,0.1884,0,2,2,0.9182,3539.0,True,0.8556
0.7,0.2693,0.1884,0,3,2,1.0,4122.0,True,0.9176
0.7,0.2693,0.1884,0,4,2,0.6906,2037.0,True,0.6808
0.7,0.2693,0.1884,1,0,2,1.0,,False,0.0
0.7,0.2693,0.1884,1,1,2,1.0,,False,0.0
0.7,0.2693,0.1884,1,2,2,1.0,,False,0.0
0.7,0.2693,0.1884,1,3,2,1.0,,False,0.0
0.7,0.2693,0.1884,1,4,2,1.0,,False,0.0
0.7,0.2693,0.2884,0,0,2,0.4735,2124.0,True,0.4837
0.7,0.2693,0.2884,0,1,2,0.5441,2543.0,True,0.5388
0.7,0.2693,0.2884,0,2,2,0.4957,2270.0,True,0.5007
0.7,0.2693,0.2884,0,3,2,0.4327,1959.0,True,0.4502
0.7,0.2693,0.2884,0,4,2,0.5395,2493.0,True,0.5357
0.7,0.2693,0.2884,1,0,2,0.8973,2795.0,True,0.8517
0.7,0.2693,0.2884,1,1,2,0.8742,2573.0,True,0.8354
0.7,0.2693,0.2884,1,2,2,0.9163,2992.0,True,0.8648
0.7,0.2693,0.2884,1,3,2,0.9045,2875.0,True,0.8566
0.7,0.2693,0.2884,1,4,2,1.0,3808.0,True,0.9238
0.7,0.2693,0.3884,0,0,2,0.7424,4026.0,True,0.6877
0.7,0.2693,0.3884,0,1,2,0.3696,2531.0,True,0.382
0.7,0.2693,0.3884,0,2,2,0.4279,3284.0,True,0.4194
0.7,0.2693,0.3884,0,3,2,0.1242,,False,0.0
0.7,0.2693,0.3884,0,4,2,1.0,,False,0.0
0.7,0.2693,0.3884,1,0,2,1.0,,False,0.0
0.7,0.2693,0.3884,1,1,2,1.0,,False,0.0
0.7,0.2693,0.3884,1,2,2,1.0,,False,0.0
0.7,0.2693,0.3884,1,3,2,1.0,,False,0.0
0.7,0.2693,0.3884,1,4,2,1.0,,False,0.0
0.7,0.2693,0.4884,0,0,2,0.089,,False,0.0
0.7,0.2693,0.4884,0,1,2,0.0713,,False,0.0
0.7,0.2693,0.4884,0,2,2,0.1121,1488.0,True,0.1711
0.7,0.2693,0.4884,0,3,2,0.2238,1809.0,True,0.2653
0.7,0.2693,0.4884,0,4,2,0.0653,,False,0.0
0.7,0.2693,0.4884,1,0,2,0.7632,2483.0,True,0.7372
0.7,0.2693,0.4884,1,1,2,0.7329,2074.0,True,0.7181
0.7,0.2693,0.4884,1,2,2,0.746,2330.0,True,0.7248
0.7,0.2693,0.4884,1,3,2,0.7574,2440.0,True,0.7329
0.7,0.2693,0.4884,1,4,2,0.722,2111.0,True,0.7075
0.7,0.3693,0.1884,0,0,2,1.0,4486.0,True,0.9103
0.7,0.3693,0.1884,0,1,2,1.0,3928.0,True,0.9214
0.7,0.3693,0.1884,0,2,2,0.9188,3366.0,True,0.8596
0.7,0.3693,0.1884,0,3,2,1.0,,False,0.0
0.7,0.3693,0.1884,0,4,2,1.0,4367.0,True,0.9127
0.7,0.3693,0.1884,1,0,2,1.0,,False,0.0
0.7,0.3693,0.1884,1,1,2,1.0,,False,0.0
0.7,0.3693,0.1884,1,2,2,1.0,,False,0.0
0.7,0.3693,0.1884,1,3,2,1.0,,False,0.0
0.7,0.3693,0.1884,1,4,2,1.0,,False,0.0
0.7,0.3693,0.2884,0,0,2,0.7501,3219.0,True,0.7107
0.7,0.3693,0.2884,0,1,2,1.0,4480.0,True,0.9104
0.7,0.3693,0.2884,0,2,2,1.0,4516.0,True,0.9097
0.7,0.3693,0.2884,0,3,2,0.8265,3487.0,True,0.7741
0.7,0.3693,0.2884,0,4,2,1.0,4742.0,True,0.9052
0.7,0.3693,0.2884,1,0,2,0.8083,2125.0,True,0.7849
0.7,0.3693,0.2884,1,1,2,0.7889,2048.0,True,0.7691
0.7,0.3693,0.2884,1,2,2,0.7777,1909.0,True,0.7617
0.7,0.3693,0.2884,1,3,2,0.7859,2001.0,True,0.7673
0.7,0.3693,0.2884,1,4,2,0.7825,1968.0,True,0.7649
0.7,0.3693,0.3884,0,0,2,0.3492,1611.0,True,0.3821
0.7,0.3693,0.3884,0,1,2,0.3768,1994.0,True,0.3992
0.7,0.3693,0.3884,0,2,2,0.3868,2158.0,True,0.405
0.7,0.3693,0.3884,0,3,2,0.3033,1595.0,True,0.3411
0.7,0.3693,0.3884,0,4,2,0.3588,1561.0,True,0.3917
0.7,0.3693,0.3884,1,0,2,0.7307,2309.0,True,0.7115
0.7,0.3693,0.3884,1,1,2,0.7223,2104.0,True,0.708
0.7,0.3693,0.3884,1,2,2,0.7355,2195.0,True,0.7181
0.7,0.3693,0.3884,1,3,2,0.7438,2403.0,True,0.7214
0.7,0.3693,0.3884,1,4,2,0.7624,2666.0,True,0.7328
0.7,0.3693,0.4884,0,0,2,0.2338,1384.0,True,0.2828
0.7,0.3693,0.4884,0,1,2,0.2457,1505.0,True,0.291
0.7,0.3693,0.4884,0,2,2,0.2288,1737.0,True,0.2712
0.7,0.3693,0.4884,0,3,2,0.2421,1488.0,True,0.2882
0.7,0.3693,0.4884,0,4,2,0.2484,1858.0,True,0.2864
0.7,0.3693,0.4884,1,0,2,0.5998,1586.0,True,0.6081
0.7,0.3693,0.4884,1,1,2,0.5919,1337.0,True,0.606
0.7,0.3693,0.4884,1,2,2,0.5921,1430.0,True,0.6043
0.7,0.3693,0.4884,1,3,2,0.5977,1573.0,True,0.6065
0.7,0.3693,0.4884,1,4,2,0.5889,1369.0,True,0.6027
